0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000
0.0923,0.0627,0.0565,0.0627,0.0565
0.0072,0.0386,0.0623,0.0614,0.0534
0.0389,0.0513,0.0386,0.0386,0.0539
0.0391,0.0631,0.0713,0.0713,0.0713
0.0044,0.0647,0.0647,0.0643,0.0647
0.0389,0.0524,0.0627,0.0524,0.0524
0.0055,0.0631,0.0545,0.0545,0.0545
0.0046,0.0647,0.0647,0.0647,0.0647
0.0041,0.0647,0.0647,0.0647,0.0647
0.0045,0.0647,0.0647,0.0647,0.0647
0.0048,0.0545,0.0643,0.0545,0.0545
0.0391,0.0545,0.0643,0.0545,0.0545
0.0033,0.0724,0.0647,0.0647,0.0647
0.0037,0.0724,0.0643,0.0724,0.0724
0.0066,0.0713,0.0713,0.0713,0.0713
0.0046,0.0545,0.0545,0.0545,0.0647
0.0035,0.0717,0.0717,0.0647,0.0717
0.0041,0.0643,0.0643,0.0545,0.0647
0.0049,0.0643,0.0643,0.0643,0.0643
0.0038,0.0545,0.0643,0.0545,0.0647
0.0040,0.0647,0.0647,0.0647,0.0647
0.0038,0.0724,0.0724,0.0724,0.0724
0.0037,0.0647,0.0647,0.0724,0.0647
0.0041,0.0647,0.0647,0.0647,0.0647
0.0040,0.0545,0.0545,0.0545,0.0545
0.0055,0.0643,0.0643,0.0643,0.0643
0.0044,0.0717,0.0717,0.0717,0.0545
0.0045,0.0710,0.0639,0.0639,0.0639
0.0041,0.0394,0.0643,0.0647,0.0647
0.0041,0.0534,0.0639,0.0643,0.0643
0.0041,0.0529,0.0534,0.0534,0.0539
0.0041,0.0703,0.0639,0.0639,0.0539
0.0041,0.0864,0.0639,0.0643,0.0539
0.0041,0.0706,0.0639,0.0639,0.0539
0.0041,0.0882,0.0545,0.0720,0.0647
0.0041,0.0846,0.0647,0.0647,0.0539
0.0041,0.0932,0.0647,0.0647,0.0539
0.0041,0.0866,0.0539,0.0539,0.0539
0.0041,0.0906,0.0647,0.0647,0.0539
0.0041,0.0895,0.0647,0.0647,0.0539
0.0041,0.0920,0.0643,0.0647,0.0539
0.0041,0.0921,0.0534,0.0647,0.0394
0.0041,0.0805,0.0647,0.0647,0.0539
0.0041,0.0852,0.0643,0.0643,0.0394
0.0041,0.0616,0.0643,0.0720,0.0394
0.0041,0.0754,0.0724,0.0539,0.0394
0.0041,0.0803,0.0717,0.0643,0.0394
0.0041,0.0868,0.0545,0.0545,0.0394
0.0041,0.0797,0.0647,0.0647,0.0394
0.0041,0.0795,0.0647,0.0539,0.0394
0.0041,0.0842,0.0643,0.0720,0.0394
0.0041,0.0800,0.0643,0.0647,0.0394
0.0041,0.0871,0.0727,0.0647,0.0394
0.0041,0.0860,0.0643,0.0647,0.0394
0.0041,0.0686,0.0724,0.0710,0.0394
0.0041,0.0832,0.0534,0.0643,0.0394
0.0041,0.0912,0.0647,0.0545,0.0394
0.0041,0.0802,0.0627,0.0545,0.0394
0.0041,0.0802,0.0643,0.0643,0.0394
0.0041,0.0802,0.0635,0.0545,0.0394
0.0041,0.0802,0.0639,0.0545,0.0394
0.0041,0.0802,0.0643,0.0545,0.0394
0.0041,0.0802,0.0713,0.0545,0.0394
0.0041,0.0802,0.0627,0.0622,0.0394
0.0041,0.0802,0.0823,0.0635,0.0394
0.0041,0.0802,0.0862,0.0545,0.0394
0.0041,0.0802,0.0779,0.0639,0.0394
0.0041,0.0802,0.0933,0.0524,0.0394
0.0041,0.0802,0.0919,0.0524,0.0394
0.0041,0.0802,0.0928,0.0394,0.0394
0.0041,0.0802,0.0917,0.0545,0.0394
0.0041,0.0802,0.0902,0.0545,0.0394
0.0041,0.0802,0.0851,0.0545,0.0394
0.0041,0.0802,0.0926,0.0394,0.0394
0.0041,0.0802,0.0864,0.0394,0.0394
0.0041,0.0802,0.0891,0.0394,0.0394
0.0041,0.0802,0.0920,0.0394,0.0394
0.0041,0.0802,0.0795,0.0394,0.0394
0.0041,0.0802,0.0802,0.0394,0.0394
