0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.1126,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.1919,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0237,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0160,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0119,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0123,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0092,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0135,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0097,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0092,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0090,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0076,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0082,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0079,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0096,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0108,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0088,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0076,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0087,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0076,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0076,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0082,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0085,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0079,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0098,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0098,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0085,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0082,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0091,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0076,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0076,0.1249,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0076,0.1807,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0076,0.1546,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0076,0.1935,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0076,0.1935,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0076,0.1449,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0076,0.1924,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0076,0.1607,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0076,0.1965,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0076,0.1473,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0076,0.1465,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0076,0.1087,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0076,0.1303,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0076,0.1471,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0076,0.1306,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0076,0.1471,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0076,0.1566,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0076,0.1594,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
